review_id,tanggal,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
F000040,2024-01-01,"reseller gak ada ahlak masa saya di bilang mau main2 aja
saya kn sudah bayar dluan bkn COD mau tipu2 kirim alamat palsu
.
barang sudai sampai si walau agak kecewa",reseller gak ahlak bilang main aja bayar dluan bkn cod tipu kirim alamat palsu barang suda kecewa,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Mocca,Ada gambar,F000040.jpg,1,Negative,0.0
AA000437,2024-06-01,"Ukuran 36 nya pas di pinggang, Erigo sedikit press 36nya, bahan sedikit lebih tebal dari Erigo, panjangnya juga pas untuk tinggi 185^ tidak seperti Erigo yang agak ngatun...",ukur nya pas pinggang erigo press nya bahan tebal erigo panjang pas erigo ngatun,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AA000437.jpg,5,Positive,1.0
L000458,2024-01-01,Pengiriman cepat. Tks,kirim cepat tks,CELANA PANJANG JEANS PRIA STRETCH,Varian: blue garment - 36,Tidak ada gambar,L000458.jpg,5,Positive,1.0
P000017,2025-03-14,Tipis,tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Putih BW - XL,Tidak ada gambar,P000017.jpg,2,Negative,0.0
P000010,2025-03-14,jelas' di noted nya M.. alamat di cek juga sesuai dateng nya xxl.. duh kacau gini,noted nya alamat cek sesuai dateng nya xxl duh kacau gin,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Putih BW - M,Tidak ada gambar,P000010.jpg,1,Negative,0.0
AG000251,2025-03-10,"Bahannya enak banget adem, bakal repurchase lagi beda warna",bahan enak banget adem repurchase beda warna,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Expresso - XXL ( 120-140Cm ),Tidak ada gambar,AG000251.jpg,5,Positive,1.0
P000241,2025-03-12,Sangat memuaskan 👍 bahan bagus dan soft👍enak buat dipakai harian👍cocok untuk dipakai maen bareng doi👍,muas bahan bagus softenak pakai hariancocok pakai maen bareng doi,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Putih BW - XXL,Ada gambar,P000241.jpg,5,Positive,1.0
S000126,2024-01-01,"puas bngt.. ini udh yg kesekian x ny beli. sangat memuaskan 👍👍👍 insyaa Allah nnti pesan lg warna yg lain. mksh seller, mksh toped, mksh ms kurir..",puas bngt udh sekian beli muas insyaa allah nnti pesan warna mksh seller mksh toped mksh kurir,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Caramel - XL,Tidak ada gambar,S000126.jpg,5,Positive,1.0
L000452,2024-01-01,"Ukurannya pas, nyaman dipakai, mau order lagi kayaknya 😁",ukur pas nyaman pakai order kayak,CELANA PANJANG JEANS PRIA STRETCH,Varian: Black Jazz - 38,Tidak ada gambar,L000452.jpg,5,Positive,1.0
U000335,2025-01-01,kwreeeeennn.. makin tambah guanteng hehehe.. jahitan rapih dan nyaman dipakenya,kwreeeeennn guanteng hehehe jahit rapih nyaman dipakenya,House of Smith Harrington Jacket Hangor Black #6 - Jaket Harrington Pria Hitam,Varian: M,Tidak ada gambar,U000335.jpg,5,Positive,1.0
AR000057,2024-01-01,"Beli pertama warna hitam bagus.bahannya juga tebel.. pembelian kedua beda warna beda bhan.. pnjangnya juga beda.. aku ambil xl hitam pas, yg warna biru ini ngatung.",beli warna hitam bagusbahannya tebel beli beda warna beda bhan pnjangnya beda ambil hitam pas warna biru ngatung,INNER KNIT PASTEL - LONG DRESS INNER,Varian: Denim XL - allsize,Tidak ada gambar,AR000057.jpg,2,Negative,0.0
AC000216,2024-06-01,"kukira sepatunya aja yg bermasalah, ternyata celana chinosnya jg. padahal bahannya lumayan. 10x dipake sudah rusak dibagian belakangnya. padahal blm pernah dicuci dan tid...",kira sepatu aja masalah celana chinosnya bahan lumayan dipake rusak bagi belakang blm cuci tid,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 32,Ada gambar,AC000216.jpg,1,Negative,0.0
AV000059,2025-02-01,"Tidak sesuai realita ....
Pas dtanya bner navy yg dteng hitam",sesuai realita pas dtanya bner navy dteng hitam,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best 20 - XL 5-6 tahun,Tidak ada gambar,AV000059.jpg,2,Negative,0.0
AG000366,2025-03-08,"Bagus bngt sumpah😭 bahannya adem bngt,harus co warna lain sih inimah. Size XL muat di aku BB 65 masih longgar juga",bagus bngt sumpah bahan adem bngtharus warna sih inimah size muat longgar,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Burgundy - XL ( LD 110-130Cm ),Tidak ada gambar,AG000366.jpg,5,Positive,1.0
AJ000453,2025-03-01,Pokonya ga  nyesel beli dsini langganan gua giks,poko nyesel beli dsini langgan gua giks,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Denim - L (LD 105cm),Tidak ada gambar,AJ000453.jpg,5,Positive,1.0
AJ000209,2025-03-08,bahannya bagus bgt pls😻,bahan bagus bgt pls,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Bata - L (LD 105cm),Tidak ada gambar,AJ000209.jpg,5,Positive,1.0
AD000025,2025-03-01,"barang sudah sampai diterima dengan baik packing aman
kain halus
semoga awet",barang terima packing aman kain halus moga awet,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AD000025.jpg,5,Positive,1.0
AA000091,2025-02-01,mantappp sesuai dan bahannya bagusss,mantappp sesuai bahan bagusss,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 32,Ada gambar,AA000091.jpg,5,Positive,1.0
F000385,2024-01-01,ga nyangka harga segitu barangnya mantep bgt,nyangka harga segitu barang mantep bgt,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Peach,Tidak ada gambar,F000385.jpg,5,Positive,1.0
AF000456,2024-01-01,"32 sesak ya, padahal saya sudah ukur pinggang nya 40 cm (30) jadi saya beli lebih gede dikit 42,5 cm (32). Tapi memang bahan nya melar, semoga makin sering di pakai jadi...",sesak ukur pinggang nya beli gede dikit bahan nya melar moga pakai,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 32,Ada gambar,AF000456.jpg,2,Negative,0.0
L000471,2024-01-01,Mayan kegedean dikit dari ukuran tapi barang bagus memuaskan,mayan gede dikit ukur barang bagus muas,CELANA PANJANG JEANS PRIA STRETCH,Varian: Bio Blict - 40,Tidak ada gambar,L000471.jpg,5,Positive,1.0
F000130,2024-01-01,okelah sesuai harga,oke sesuai harga,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Navy,Tidak ada gambar,F000130.jpg,4,Positive,1.0
AE000297,2024-01-01,"bahan bagus dn sangat lembut sesuai deskripsi, cuman pengiriman sangat lama",bahan bagus lembut sesuai deskripsi cuman kirim,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 34,Ada gambar,AE000297.jpg,5,Positive,1.0
AR000082,2024-01-01,"Bilang all size tp disaya sempit, harusnya kasih tauLah ukurannya buat berat badan berapa aja biar gak nipu pelanggan & gak buang2 duit",bilang all size saya sempit kasih tau ukur berat badan aja biar gak nipu langgan gak buang duit,INNER KNIT PASTEL - LONG DRESS INNER,Varian: Hitam - allsize,Tidak ada gambar,AR000082.jpg,2,Negative,0.0
J000187,2024-01-01,bahannya kasar,bahan kasar,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Sport Grey - M,Tidak ada gambar,J000187.jpg,5,Positive,1.0
P000260,2025-02-01,jelek bgt tipisss yaAllah nyesel beli ini mana buat jalan-jalan,jelek bgt tipisss yaallah nyesel beli jalanjalan,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Denim - XXL,Tidak ada gambar,P000260.jpg,1,Negative,0.0
AW000129,2025-01-01,Kak ni celananya kok sdh sobek ya,kak celana sdh sobek,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: hitam - 11 tahun,Ada gambar,AW000129.jpg,1,Negative,0.0
M000031,2024-06-01,"Sesuai harga lah ya mungkin, bahannya tipis, nerawang, tipis banget, kain kasar. Minta refund ditolak terus",sesuai harga bahan tipis nerawang tipis banget kain kasar refund tolak,4 Pcs 100 Ribu | Kaos Pocket Saku MBN Pria Wanita | Kaos Polos | Kaos Lengan Pendek Santai,Varian: 4 PCS WARNA RANDOM - XXXL,Ada gambar,M000031.jpg,1,Negative,0.0
X000003,2024-11-01,Warna pesanan tidak sesuai,warna pesan sesuai,House of Smith Harrington Jacket Hangor Navy #4 - Jaket Harrington Pria,Varian: L,Tidak ada gambar,X000003.jpg,1,Negative,0.0
S000043,2024-08-01,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 71 - 80 kg,ukur pas badan berat badan,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Green Army - XL,Tidak ada gambar,S000043.jpg,5,Positive,1.0
AZ000067,2025-03-08,"Uda Preorder lama taunya nipu2 juga
Pesan emerald yg dikrm maroon
Jadi mls buka baju dari kemasannya
Uda KECEWA di awal
Warna: Gak sesuai",uda preorder tau nipu pesan emerald dikrm maroon mls buka baju kemas uda kecewa warna gak sesuai,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Emerald - XXL,Ada gambar,AZ000067.jpg,1,Negative,0.0
T000088,2024-01-01,Modelnya stylish 😎. Ukurannya sesuai. Proses pesanan cepat.,model stylish ukur sesuai proses pesan cepat,"jaket bomber premium,jaket pria",Varian: Biru - M,Tidak ada gambar,T000088.jpg,5,Positive,1.0
AW000096,2025-03-08,"Pinggang nya kecil, padahal pesenan nya sudah di naikin 2 nomer dari yg kk nya rekomendasi",pinggang nya sen nya naikin nomer nya rekomendasi,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: hitam - 15 tahun,Ada gambar,AW000096.jpg,2,Negative,0.0
A000059,2024-08-01,Ukurannya pas Tinggi badan 150 - 160 cm Berat badan 50 - 60 kg,ukur pas badan berat badan,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: XL,Ada gambar,A000059.jpg,5,Positive,1.0
AD000233,2024-05-01,terimakasih barang sudah diterima dengan baik,terimakasih barang terima,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 34,Ada gambar,AD000233.jpg,5,Positive,1.0
AG000259,2025-03-10,"Baguss pollll ibu ku bb 70 perut buncit beli uk xxl muat dn ga keliatan buncitt ,ga smpet ftoin mls foto ,pkoknya produk the bestt",baguss pollll perut buncit beli xxl muat liat buncitt smpet ftoin mls foto pkoknya produk the bestt,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Olive - XXL ( 120-140Cm ),Tidak ada gambar,AG000259.jpg,5,Positive,1.0
Z000137,2025-02-01,selalu bagus kalau di shop aerostreet,bagus shop aerostreet,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: NAVY GELAP - L,Tidak ada gambar,Z000137.jpg,5,Positive,1.0
E000068,2024-01-01,Makasih kak swetr ny Dateng nya sesuai ekspektasi sendiri 🤩🥰,makasih kak swetr dateng nya sesuai ekspektasi,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Capucino,Tidak ada gambar,E000068.jpg,2,Negative,0.0
S000152,2024-01-01,"modelnya kece betul, bahannya bagus tydack kaleng-kaleng.",model kece bahan bagus tydack kalengkaleng,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Khaki - XXL,Tidak ada gambar,S000152.jpg,5,Positive,1.0
G000211,2024-07-01,Ukurannya pas,ukur pas,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 33,Tidak ada gambar,G000211.jpg,5,Positive,1.0
AV000051,2025-02-01,Warna lebih bagus di gambar dibanding aslinya,warna bagus gambar banding asli,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best 09 - XL 5-6 tahun,Tidak ada gambar,AV000051.jpg,2,Negative,0.0
AF000101,2024-08-01,"mantap bahan lembut, pas banget Ukurannya pas",mantap bahan lembut pas banget ukur pas,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AF000101.jpg,5,Positive,1.0
AG000182,2025-03-12,Tolong dong ka perhatikan bolong kya gini dikirim bagian depan lagi sayang gak bisa dipakai,tolong perhati bolong kya gin kirim sayang gak pakai,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Merah - XXL ( 120-140Cm ),Ada gambar,AG000182.jpg,1,Negative,0.0
Q000317,2024-01-01,"Mantap, pas ukurannya, bahanya juga bagus",mantap pas ukur bahanya bagus,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - XXXL,Tidak ada gambar,Q000317.jpg,5,Positive,1.0
AN000055,2025-02-01,"Jelek banget bahannya panas , ini sih bukan katun kombet, tapi katun tai bebek",jelek banget bahan panas sih katun kombet katun tai bebek,ZEEROKS.ID Baju Wanita Croptop Wangki Polos Bahan Cotton Combad Kaos Cewek,Varian: Dark Green - M,Tidak ada gambar,AN000055.jpg,1,Negative,0.0
AA000401,2024-06-01,"Kualitasnya menurun dibanding awal2 keluar, resletingnya macet dua²nya pula 🥲",kualitas turun banding resletingnya macet dua,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AA000401.jpg,4,Positive,1.0
P000049,2025-03-10,Kain tipis,kain tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - M,Tidak ada gambar,P000049.jpg,2,Negative,0.0
C000088,2025-03-13,Bgusssss nexz order lagi wrna hitammmm,bgusssss nexz order wrna hitammmm,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Broken White - M,Tidak ada gambar,C000088.jpg,5,Positive,1.0
I000025,2024-01-01,pelit amat sama plastik beli 4pcs cuma di kasih 1 plastik,pelit plastik beli pcs kasih plastik,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: L - Black,Tidak ada gambar,I000025.jpg,2,Negative,0.0
D000037,2024-01-01,Bahanya bagus sekali sesui yg di inginkan,bahanya bagus sesui,HSS - KEMEJA OVERSIZE POLOS BB 100Kg Atasan Wanita Jumbo,Varian: Terracotta - Ld 140,Tidak ada gambar,D000037.jpg,1,Negative,0.0
H000070,2024-09-01,Warna tidak sesuai pesanan,warna sesuai pesan,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Denim - Tangan Panjang (Sz Normal),Ada gambar,H000070.jpg,1,Negative,0.0
AH000204,2025-02-01,bagus bajunya,bagus baju,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 14,Tidak ada gambar,AH000204.jpg,5,Positive,1.0
AN000042,2025-02-01,"Maaf ka ini paket saya barubngt sampe
Trus saya buka langsung, dan ternyata sobek bagian depan",maaf paket barubngt sampe trus buka langsung sobek,ZEEROKS.ID Baju Wanita Croptop Wangki Polos Bahan Cotton Combad Kaos Cewek,Varian: Magenta - XL,Tidak ada gambar,AN000042.jpg,1,Negative,0.0
O000204,2025-03-08,Kesalahan ku sih ini ga ada video unboxing. Lain kali di cek dulu ya kak barangnya sebelum dikirim ke Cust.,salah sih video unboxing kali cek kak barang kirim cust,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Hitam,Ada gambar,O000204.jpg,4,Positive,1.0
AE000055,2025-01-01,"Pengiriman cepat, packing aman, bahan celana nya bagus dan lembut, warna nya juga bagus2.
Saya sudah sering banget belanja celana, hoodie dan sandal di toko, recommended...",kirim cepat packing aman bahan celana nya bagus lembut warna nya bagus banget belanja celana hoodie sandal toko recommended,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Ada gambar,AE000055.jpg,5,Positive,1.0
R000424,2024-01-01,"Sip, datang dengan selamat. Meskipun saya harus nunggu 2 minggu karena pelayanan pengiriman hemat dari SiCepat yang cukup buruk. Lain kali lebih baik saya pesan di aplika...",sip selamat nunggu minggu layan kirim hemat sicepat buruk kali pesan aplika,Jaket Bomber Ribsgold Series,Varian: BomberBlack - L,Tidak ada gambar,R000424.jpg,5,Positive,1.0
H000203,2025-03-01,Suka banget,suka banget,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Hitam - Size Normal,Tidak ada gambar,H000203.jpg,5,Positive,1.0
G000047,2025-02-01,"suka, bahan oke dgn harga yg ramah, pengiriman jg ckp cepat",suka bahan oke dgn harga ramah kirim ckp cepat,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 37 atau 38,Tidak ada gambar,G000047.jpg,5,Positive,1.0
AL000035,2024-01-01,"Susah di hubungi 
Padahal udah lama chat nya",susah hubung udah chat nya,KEMEJA STRIP WANITA KECE Baju,Varian: 44 - All size,Tidak ada gambar,AL000035.jpg,2,Negative,0.0
AD000177,2024-07-01,"bagus, mungkin harus size 36 175/70kg",bagus size,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AD000177.jpg,5,Positive,1.0
F000168,2024-01-01,"*KETIKA REZEKIMU HABIS, MAKA AJALPUN TIBA*

*(Rugi kalau tidak baca sampai selesai)*
 
*Jangan pedulikan jasadmu yang akan busuk & hancur!! ...  Kaum muslimin akan me...",rezeki habis ajal rugi baca selesai peduli jasad busuk hancur kaum muslimin,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Biru Muda,Tidak ada gambar,F000168.jpg,1,Negative,0.0
AO000012,2025-03-08,"Sia sia ikut PO, Masa Di kirimnya Baju Yang jahitanNya asal²an.
Bisa²nya Lengan bagian Pundak terbalik Kyak gitu. 
Harusnya sebelum di kirim Itu di cek dulu, Murah sih mu...",sia sia kirim baju jahit asal bisa lengan pundak balik kyak gitu kirim cek murah sih,QOME - DRESS BAHAN CERUTI / DRESS NAOMI / DRESS KONDANGAN /DRESS PESTA / DRESS FORMAL Mewah,Varian: bergundy - L (LD 110),Ada gambar,AO000012.jpg,1,Negative,0.0
E000250,2024-06-01,Untuk harga segitu ok,harga segitu,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Denim,Tidak ada gambar,E000250.jpg,4,Positive,1.0
O000332,2025-03-01,"Lucu, nyaman, sesuai realpict, oke dahh",lucu nyaman sesuai realpict oke dahh,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Cream 029 (lebar),Tidak ada gambar,O000332.jpg,4,Positive,1.0
AA000036,2025-03-08,Pas dibadan dan nyaman dipakai saat beraktifitas 🫶🏻,pas bad nyaman pakai beraktifitas,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AA000036.jpg,5,Positive,1.0
N000003,2025-03-15,Bagus bahanya tebel,bagus bahanya tebel,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Putih - All Size,Tidak ada gambar,N000003.jpg,5,Positive,1.0
Y000003,2025-03-08,"foto mengambarkan keaadaan barang,serat jaket nya rontok ke baju,putih2,
sangat tidak sesuai haraga,
tipis
kapok beli barang online",foto ambar keaadaan barangserat jaket nya rontok bajuputih sesuai haraga tipis kapok beli barang online,House Of Smith Lpl Misty #26 - Sweater Hoodie Casual Pria Fleece,Varian: XL,Ada gambar,Y000003.jpg,1,Negative,0.0
AG000325,2025-03-08,Kualitasnya ok mau order lg,kualitas order,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Ungu Lilac - XL ( LD 110-130Cm ),Tidak ada gambar,AG000325.jpg,5,Positive,1.0
AI000053,2025-03-12,"sangat sangat sangat buagusssss,bahannya dingin next bakal beli lagi sih.  warnanya juga maroon pekat buagus TPI ini karna efek kamera jadi kelihatan hitam",buagusssssbahannya dingin next beli sih warna maroon pekat buagus tpi karna efek kamera hitam,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: KAVITA - 120,Ada gambar,AI000053.jpg,5,Positive,1.0
E000080,2024-01-01,gede gk sesuai warna jelek bangett,gede sesuai warna jelek bangett,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Coksu,Tidak ada gambar,E000080.jpg,1,Negative,0.0
D000018,2024-01-01,"Jelek ga sesuai gambar pendek di depan cungkrang di lengan. Parah kualitas nya gabagus jelek parah
Kualitas produk: No recommended tidak sesuai picture",jelek sesuai gambar pendek cungkrang lengan parah kualitas nya gabagus jelek parah kualitas produk recommended sesuai picture,HSS - KEMEJA OVERSIZE POLOS BB 100Kg Atasan Wanita Jumbo,Varian: Hitam - Ld 140,Tidak ada gambar,D000018.jpg,1,Negative,0.0
AJ000005,2025-03-13,"Pesan LD 120 dikirimnya LD 110

Bajunya bau amis",pesan kirim baju bau amis,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Baby Blue - XL (LD 120cm),Tidak ada gambar,AJ000005.jpg,1,Negative,0.0
N000455,2025-03-08,Yg di tunggu datang jg.  Baguuus,tunggu baguuus,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Hitam - All Size,Ada gambar,N000455.jpg,5,Positive,1.0
AH000026,2025-03-01,Bagus,bagus,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 01,Tidak ada gambar,AH000026.jpg,5,Positive,1.0
I000440,2024-01-01,Ukurannya pas,ukur pas,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Navy - M,Tidak ada gambar,I000440.jpg,5,Positive,1.0
F000051,2024-01-01,sebelum kirim alangkah baiknya di cek dulu dari segi ukuran dan warna ...mentang2 barang murah..kirim ngawur..,kirim alangkah baik cek segi ukur warna mentang barang murahkirim ngawur,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Hitam,Tidak ada gambar,F000051.jpg,1,Negative,0.0
AZ000094,2025-03-08,Sayang bnget warna dusty nya kok lebih ke peach ya,sayang bnget warna dusty nya peach,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Dusty - XL,Tidak ada gambar,AZ000094.jpg,2,Negative,0.0
AR000078,2024-01-01,"Harusnya konsisten dong sama kainnya, kmren beli pertama bahannya bagus tebel, pas beli kedua kainnya tipis banget",konsisten kain kmren beli bahan bagus tebel pas beli kain tipis banget,INNER KNIT PASTEL - LONG DRESS INNER,Varian: Hitam XL - allsize,Tidak ada gambar,AR000078.jpg,2,Negative,0.0
AC000190,2024-08-01,"barang sudah sampai,bahannya bagus,warnanya sesuai ekspetasi,size nya pas,packing rapih,seller fast respon",barang sampaibahannya baguswarnanya sesuai ekspetasisize nya paspacking rapihseller fast respon,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AC000190.jpg,5,Positive,1.0
AE000175,2024-07-01,"respon oke
delivery mepet
saya tb/bb 180/85
lingkar pinggang kebesaran biasa pakai size 36 ini sengaja pesan size 34 masih kebesaran. dibagian paha ngepress banged begitu...",respon oke delivery mepet tbbb lingkar pinggang besar pakai size sengaja pesan size besar bagi paha ngepress banged,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AE000175.jpg,4,Positive,1.0
Q000010,2025-01-01,ukuran pas bahan bagus,ukur pas bahan bagus,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - XS,Tidak ada gambar,Q000010.jpg,5,Positive,1.0
P000179,2025-02-22,Kainya terlalu tipis,kainya tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Abu Tua - XXL,Tidak ada gambar,P000179.jpg,2,Negative,0.0
L000431,2024-01-01,"celana ukuran benar bhn cukup bagus jahitan rapi, oke ,good seller",celana ukur bhn bagus jahit rapi oke good seller,CELANA PANJANG JEANS PRIA STRETCH,Varian: Hitam - 36,Tidak ada gambar,L000431.jpg,5,Positive,1.0
AK000074,2025-02-01,"Saya pesan baju yg datang celana, tidak sesuai pesanan, saya sangat kecewa",pesan baju celana sesuai pesan kecewa,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Khaky - S,Ada gambar,AK000074.jpg,1,Negative,0.0
P000145,2025-03-01,Kecewa bgt bahan nya tipis bgt gak sesuai 😭,kecewa bgt bahan nya tipis bgt gak sesuai,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - XL,Tidak ada gambar,P000145.jpg,1,Negative,0.0
C000470,2025-03-08,Mantap barang sesuai,mantap barang sesuai,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Olive - XL,Tidak ada gambar,C000470.jpg,5,Positive,1.0
Z000289,2025-01-01,"Admin good dan fast respon, packaging rapih dan aman, pengiriman sesuai jadwal, bahan lembut dan adem, cocok untuk indoor dan outdoor, jahitan rapih, kwalitas insyaallah...",admin good fast respon packaging rapih aman kirim sesuai jadwal bahan lembut adem cocok indoor outdoor jahit rapih kwalitas insyaallah,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: Hitam - XL,Ada gambar,Z000289.jpg,5,Positive,1.0
G000028,2024-01-01,"Ukuran tidak sesuai dengan 32 yang sebelum nya saya beli , al hasil tidak terpakai langsung saya bakar",ukur sesuai nya beli hasil pakai langsung bakar,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 32,Tidak ada gambar,G000028.jpg,1,Negative,0.0
AG000226,2025-03-11,Trimakasih barang na dh smpai baguss,trimakasih barang smpai baguss,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Expresso - L ( LD 100-120Cm ),Tidak ada gambar,AG000226.jpg,5,Positive,1.0
R000395,2024-01-01,"Jaketnya adem, enak, enteng juga, mantep lah pokoknya..",jaket adem enak enteng mantep pokok,Jaket Bomber Ribsgold Series,Varian: BomberBlack - XL,Ada gambar,R000395.jpg,5,Positive,1.0
